Number,Subsidy_Contract_Number,Star_Level,Star_Level_Cat,Star_Effective_Date,Facility_Name,Address,City,Zip,Phone,Capacity
K820018367,,,1,11/28/2006,"WAGGONER, CINDY LOU CHILD CARE HOME",11707 N 112TH E. AVE,COLLINSVILLE,74021,(918) 371-1741,7
K820032065,50115,,1,9/15/2014,"JOHNSTON, SHAREN A CHILD CARE HOME",515 N. 13TH,COLLINSVILLE,74021,(918) 371-4366,12
K830052233,,,1,9/26/2014,COMANCHE DELTA HEAD START,1030 ASH AVE,COMANCHE,73529,(580) 439-2911,22
K820031216,19372,,1,11/1/2001,"ROBERTS, ANGELA CHILD CARE HOME",1204 CHAPEL DRIVE,COMMERCE,74339,(918) 675-5362,7
K830004978,,,1,11/28/2006,CHEYENNE-ARAPAHO HEAD START,201 N BLACKKETTLE,CONCHO,73022,(405) 422-7647,57
K820052643,59512,,1,9/21/2015,"SALMON, KAYLA CHILD CARE HOME",1008 CONGRESS ST,CORDELL,73632,(580) 480-5436,7
K820047100,,,1,6/13/2007,"WEEMS, CATHY CHILD CARE HOME",902 N. META STREET,CORDELL,73632,(580) 660-0189,7
K820014498,,,1,11/1/2001,"GRAY, KARI CHILD CARE HOME",712 W 12TH,CORDELL,73632,(580) 832-2452,7
K820042590,56073,,1,9/11/2006,"YOUNG, TOSHA CHILD CARE HOME",217 S CORDELL,CORDELL,73632,(580) 290-0286,7
K820046407,,,1,11/22/2006,"WILLIAMS, LORRANE CHILD CARE HOME",1410 N GLENN ENGLISH,CORDELL,73632,(580) 660-0224,7
K830000517,,,1,1/27/2014,CORDELL HEAD START,511 E. KIOWA,CORDELL,73632,(580) 832-2454,45
K830021021,,,1,1/5/2007,COTTONWOOD HEADSTART,COTTONWOOD SCHOOLS,COTTONWOOD,74538,(580) 927-2251,44
K820053008,,,1,3/21/2016,LYNNE WOODBY CHILD CARE HOME,28456 E 151ST S,COWETA,74429,(918) 428-9399,7
K820049220,14300,,1,9/3/2015,"BOHANNON, TAMMY CHILD CARE HOME",15291 S 314TH E AVE,COWETA,74429,(918) 698-2509,7
K820049988,,,1,5/20/2011,"COULTER, ANGELA DENISE CHILD CARE HOME",13812 S. 261ST E. AVE.,COWETA,74429,(918) 486-3203,7
K820039514,54235,,1,8/26/2003,"SHORT, TAMERA CHILD CARE HOME",13689 S.287TH E. AVE,COWETA,74429,(918) 845-3623,12
K820044705,57415,,1,4/1/2016,"DODD, JANNA CHILD CARE HOME",14620 S 225TH E AVE,COWETA,74429,(918) 237-6519,7
K820053396,,,1,8/11/2016,"MILLER, KENDELL CHILD CARE HOME",201 YAHOLA STREET,CROMWELL,74837,(405) 380-4964,7
K820051130,,,1,9/11/2013,"TODD, SUSAN CHILD CARE HOME",1732 N LITTLE,CUSHING,74023,(918) 223-6623,7
K820048933,58816,,1,8/18/2009,"JESKE, GEORGIANA CHILD CARE HOME",2600 N KINGS HWY,CUSHING,74023,(580) 775-2301,7
K820048996,,,1,1/6/2014,"ROBISON, ASHLEY CHILD CARE HOME",1414 E. 8TH ST,CUSHING,74023,(918) 399-0244,7
K820036211,,,1,3/8/2005,"BOZWORTH, JANET CHILD CARE HOME",3303 N HARMONY,CUSHING,74023,(918) 225-6267,12
K820046260,,,1,12/27/2006,"PHILLIPS, SHIRLEY CHILD CARE HOME",704 SCISSORTAIL,CUSHING,74023,(918) 225-4349,12
K830007434,,,1,11/1/2001,EARLY BIRD HEAD START,111 W VINE,CUSHING,74023,(918) 225-1029,20
K830020212,,,1,11/1/2001,PRESBYTERIAN PRESCHOOL,301 E. MOSES,CUSHING,74023,(918) 225-0626,35
K820053382,,,1,9/14/2016,"MILLER, JAYCI CHILD CARE HOME",844 N. BASKET ST.,CYRIL,73029,(405) 933-2193,7
K830022292,,,1,12/29/2006,CYRIL HEAD START,103 S. 4TH,CYRIL,73029,(580) 464-2536,22
K820034668,51493,,1,3/31/2002,"ASH, CHRISTY CHILD CARE HOME",101 LIGHTNING LN,DAVENPORT,74026,(918) 290-0176,12
K830052580,,,1,5/27/2015,WOLF PUPS CHILD CARE CENTER,638 S HWY 77,DAVIS,73030,(580) 368-3028,49
K820047230,,,1,6/1/2011,"DANKER, MIKKA CHILD CARE HOME",206 CEDAR DRIVE,DAVIS,73030,(580) 222-1333,7
K820050190,,,1,8/10/2011,"RANKIN, CAROL CHILD CARE HOME",1329 OXFORD RD.,DAVIS,73030,(580) 369-1000,7
K830002894,,,1,11/1/2001,DAVIS HEADSTART,701 E. BENTON,DAVIS,73030,(580) 369-3266,45
K820053030,,,1,4/25/2016,BENNETT LATISHA DBA QTS CHILDCARE LLC CHILD CARE HOME,4801 TATE DR.,DEL CITY,73115,(405) 201-6693,7
K830053071,,,1,12/9/2016,TRANSFORMATION LEARNING CENTER DEL CITY,3026 EPPERLY DRIVE,DEL CITY,73115,(405) 305-2840,30
K820053250,,,1,10/28/2016,"CROSS, DOMINIQUE CHILD CARE HOME",713 HOWARD DRIVE,DEL CITY,73115,(405) 370-3842,7
K820053449,,,1,1/19/2017,"NERO, TONI CHILD CARE HOME",3100 NEIGHBORS LANE,DEL CITY,73115,(405) 623-1094,7
K820052131,,,1,8/14/2014,"HOFFPAUIR, HEATHER CHILD CARE HOME",3912 HARTLINE DR,DEL CITY,73115,(405) 924-4425,7
K820042390,55976,,1,8/31/2003,"LOWE, PAMELA CHILD CARE HOME",4805 MONTROSE DR,DEL CITY,73115,(405) 672-8792,7
K820043802,57057,,1,9/30/2004,"GREEAR, LARA CHILD CARE HOME",4401 SE 20TH,DEL CITY,73115,(405) 605-3018,7
K830052058,,,1,9/9/2015,MUSCOGEE (CREEK) NATION HEAD START PROGRAM-DEWAR PUBLIC SCHOOL,204 E. 5TH STREET,DEWAR,74431,(918) 652-9625,22
K820049139,,,1,5/2/2012,"CRANE, JAMIE CHILD CARE HOME",208 SALLY LN,DEWEY,74029,(918) 534-7446,12
K830020876,28946,,1,11/3/2015,DEWEY HEAD START,414 N SEQUOYAH,DEWEY,74029,(918) 534-1144,20
K830052247,,,1,10/10/2014,DIBBLE HEAD START,100 MAIN STREET,DIBBLE,73031,(405) 344-7295,15
K820053200,,,1,11/10/2016,"MARSHALL, CARLA CHILD CARE HOME",11173 S. 513TH WEST AVE.,DRUMRIGHT,74030,(918) 574-4212,7
K820049975,,,1,4/12/2011,"GUYER, KIMBERLY CHILD CARE HOME",501 E. WOOD ST.,DRUMRIGHT,74030,(918) 770-6252,7
K820051853,59539,,1,4/18/2014,TABRINA WHITLOW CHILD CARE HOME,911 W HACKBERRY,DUNCAN,73533,(417) 437-2767,12
K830024970,,,1,5/14/2012,SIMMONS CENTER SUMMER CAMP,800 CHISHOLM TRAIL PARKWAY,DUNCAN,73533,(580) 252-2900,65
K820031564,,,1,2/8/2005,"TEAGUE, DAWN R CHILD CARE HOME",2811 WEST BEECH,DUNCAN,73533,(580) 467-7391,12
K820034494,,,1,11/1/2001,"GREGSTON, PAT L CHILD CARE HOME",1905 SPRUCE,DUNCAN,73533,(580) 252-1400,7
K820035095,,,1,5/8/2006,"FRANCIS, JANE L CHILD CARE HOME",1411 N 7TH,DUNCAN,73533,(580) 252-0752,7
K820039127,53924,,1,12/17/2009,"MESSERSMITH, RENEE D CHILD CARE HOME",411 N 20TH STREET,DUNCAN,73533,(580) 467-5085,7
K830007315,,,1,12/29/2006,FIRST BAPTIST CHILD DEVELOPMENT CENTER,901 ASH ST,DUNCAN,73533,(580) 252-5887,120
K830053069,,,1,6/27/2016,CHOCTAW NATION EARLY HEAD START,816 W. EVERGREEN,DURANT,74701,(580) 924-8280,48
K820053331,,,1,8/24/2016,"DERBY, HEATHER CHILD CARE HOME",1622 N. 10TH AVE.,DURANT,74701,(580) 271-0878,7
K830025100,,,1,3/15/2012,BIG FIVE HEAD START-ROBERT E. LEE CENTER,824 W. LOUISIANA,DURANT,74701,(580) 924-3628,17
K820052476,,,1,5/15/2015,"FRANCIS, TAMMY DBA MUSTARD SEED DAYCARE LLC CHILD CARE HOME",1092 HAWORTH,DURANT,74701,(580) 916-5500,7
K820052841,,,1,12/31/2015,"MERCADO, MARYLAND CHILD CARE HOME",912 W. PINE ST.,DURANT,74701,(580) 230-0340,7
K820044190,57101,,1,8/1/2008,"BURCHFIELD, STACEY CHILD CARE HOME",1821 W. EVERGREEN,DURANT,74701,(580) 775-2145,12
K830003127,,,1,1/5/2007,CHOCTAW NATION HEADSTART,2752 BIG LOTS PKWY,DURANT,74701,(580) 924-8536,50
K830007815,,,1,1/5/2007,BIG 5/SOUTHEASTERN OKLAHOMA,1335 N. 6TH,DURANT,74701,(580) 924-5043,20
K830022625,,,1,1/5/2007,WASHINGTON IRVING HEAD START,812 W. LOCUST,DURANT,74701,(580) 924-3805,18
K820049189,,,1,1/20/2010,"BLACKWELL, SANDY CHILD CARE HOME",1018 WILSON STREET,DURANT,74701,(580) 920-0901,5
K830007892,25001,,1,1/25/2016,SUE'S DAY CARE CENTER,56 S. SHAWNA,DURANT,74702,(580) 924-6549,45
K820053533,,,1,11/10/2016,"ROBINSON, HANNAH MARLANE CHILD CARE HOME",825 RED OAK TERRACE,EDMOND,73003,(405) 240-6679,7
K820050261,,,1,8/1/2016,"RADLE, KATHLEEN CHILD CARE HOME",339 PACIFIC CREST TRAIL,EDMOND,73003,(405) 216-5525,5
K820050320,,,1,10/14/2011,"AMIGHI, AKRAM CHILD CARE HOME",1808 PARKLANE DR,EDMOND,73003,(405) 850-6198,7
K830025227,,,1,1/1/2013,SUNSET ELEMENTARY- KIDS' COVE,400 W 8TH,EDMOND,73003,(405) 340-2990,100
K820052037,,,1,7/22/2014,"DAVIS, SKYE CHILD CARE HOME",17 N LOCKEPORT DR,EDMOND,73003,(405) 693-4472,7
K830052254,,,1,11/4/2014,MITCH PARK YMCA,2901 MARILYN WILLIAMS DRIVE,EDMOND,73003,(405) 330-4016,75
K820052792,,,1,9/16/2015,"WINN, GAIL CHILD CARE HOME",1316 RASHEED RD.,EDMOND,73003,(405) 715-3791,7
K820052863,,,1,11/20/2015,"SHEPHERD, SHARON CHILD CARE HOME",141 BRAD ST.,EDMOND,73003,(405) 888-7416,7
K820052893,,,1,12/7/2015,"FUTRELL-EMERICK, STACEY CHILD CARE HOME",2105 CASTLE ROCK,EDMOND,73003,(405) 285-6686,7
K830024280,,,1,9/24/2007,WASHINGTON IRVING ELEMENTARY,18101 N. WESTERN,EDMOND,73003,(405) 513-1376,100
K830024354,,,1,11/1/2012,"MY SMALL WONDERS, INC.",733 VILLAGE PARKWAY,EDMOND,73003,(405) 285-7752,240
K820048416,,,1,2/1/2009,"CLEVENGER, AMY CHILD CARE HOME",1316 SAN FIDEL LANE,EDMOND,73003,(405) 563-6864,7
K830024795,,,1,8/13/2010,JOHN ROSS ELEMENTARY,1901 N THOMAS,EDMOND,73003,(405) 340-2970,75
K820049631,,,1,8/10/2010,"HALL, JENNIFER CHILD CARE HOME",1405 S. GEMINI,EDMOND,73003,(405) 831-3852,12
K830022952,,,1,11/14/2006,IDA FREEMAN ELEMENTARY,501 W. HURD,EDMOND,73003,(405) 340-2965,40
K820013086,,,1,6/30/2006,"GREENE, DORIS CHILD CARE HOME",800 HOLLY HILL RD,EDMOND,73003,(405) 330-1494,7
K820015971,,,1,8/21/2009,"ODEN, CHARLENE CHILD CARE HOME",1401 S ARIES RD,EDMOND,73003,(405) 348-3422,7
K820031624,,,1,10/30/2003,"UHLS, MARY CHILD CARE HOME",908 NW 172ND ST,EDMOND,73003,(405) 341-1588,12
K820034890,,,1,11/14/2006,"MUNRO, DEBORAH CHILD CARE HOME",1724 NW 177TH ST,EDMOND,73003,(405) 330-5357,7
K820039277,,,1,6/1/2006,"PRESTON, LORI CHILD CARE HOME",1301 NW 171ST,EDMOND,73003,(405) 509-4843,12
K820044227,,,1,11/14/2006,"BROWN, JANET CHILD CARE HOME",1805 JOSEPH DR,EDMOND,73003,(405) 844-8074,12
K820044280,,,1,1/31/2005,"HUNTER, DEBORAH CHILD CARE HOME",1103 W GEMINI,EDMOND,73003,(405) 216-9989,6
K820053029,,,1,3/17/2016,"ROBINSON-NEWTON, MONIQUE CHILD CARE HOME",2812 NW 186TH ST,EDMOND,73012,(405) 513-4444,7
K820053165,,,1,7/6/2016,"WILSON, JAMIE CHILD CARE HOME",1848 NW 172ND ST.,EDMOND,73012,(701) 793-1010,7
K820053187,,,1,6/24/2016,"SMITH, KELLY DBA KELLY'S KINDER GARDEN LLC CHILD CARE HOME",19209 GARDEN CREEK LANE,EDMOND,73012,(405) 833-3308,7
K820053404,,,1,10/19/2016,"WHITE, ALLISON CHILD CARE HOME",18104 VIENTO DRIVE,EDMOND,73012,(405) 585-1456,7
K820053258,,,1,1/11/2017,"GOODWIN, AMY CHILD CARE HOME",18404 SUMMER GROVE AVENUE,EDMOND,73012,(405) 888-9308,7
K820053435,,,1,9/19/2016,"SMITH- DAWSON, SHERRIE DBA DREAM BIG ACADEMY CHILD CARE HOME",1704 NW 195TH CIRCLE,EDMOND,73012,(405) 697-4074,7
K820053524,,,1,10/24/2016,"KNIGHT, RACHEL DBA M& R KNIGHT BUSINESS GROUP LLC CHILD CARE HOME",2320 NW 199TH,EDMOND,73012,(405) 758-7568,7
K820053548,,,1,11/8/2016,"HARPER, CHERIE DBA GRANNS DAYCARE LLC CHILD CARE HOME",21751 HORSESHOE ROAD,EDMOND,73012,(405) 348-8305,7
K830025003,,,1,8/11/2011,ROSE UNION ELEMENTARY ANTLER CARE,5100 NW 220TH,EDMOND,73012,(405) 348-6100,65
K830025005,,,1,8/11/2011,GROVE VALLEY ELEMENTARY ANTLER CARE,3500 NW 192 ST.,EDMOND,73012,(405) 359-3195,60
K820050510,55633,,1,6/8/2016,"BANKS, TOSHA CHILD CARE HOME",528 NW 172ND ST.,EDMOND,73012,(405) 471-6886,7
K830025202,,,1,8/30/2012,EDMOND TRINITY PRESCHOOL MDO,1400 NW 178TH ST,EDMOND,73012,(405) 348-8019,18
K820050923,,,1,11/6/2012,"MANION, CASSITI CHILD CARE HOME",3204 ORCHARD AVENUE,EDMOND,73012,(918) 931-2428,7
K820050941,59356,,1,1/7/2015,"WANG-KEEFE, YINGYING DBA COFFEE CREEK FAMILY CHILD CARE CHILD CARE HOME",1944 OLDE SCHOOL ROAD,EDMOND,73012,(405) 285-2981,12
K830051447,,,1,8/12/2013,THE BIRDS NEST - FRONTIER ELEMENTARY,4901 EXPLORER DRIVE,EDMOND,73012,(405) 340-2211,150
K820051792,,,1,2/19/2014,"GANT, HANNAH DBA EDMOND EARLY LEARNING CENTER, LLC CHILD CARE HOME",16911 SUNNY HOLLOW RD,EDMOND,73012,(405) 590-8289,7
K820052061,,,1,1/31/2015,"HENLEY, DARAH CHILD CARE HOME",17701 BLACK HAWK CIRCLE.,EDMOND,73012,(405) 816-8639,7
K820052127,,,1,8/14/2014,"GARNER, TERI CHILD CARE HOME",500 JULIES TRAIL CIRCLE,EDMOND,73012,(405) 408-8914,7
K820052611,,,1,6/30/2015,"HODGES, ERIKA CHILD CARE HOME",21969 HOMESTEADERS PLACE,EDMOND,73012,(405) 664-3499,7
K830052659,,,1,8/14/2015,THE GODDARD SCHOOL,17440 N. WESTERN AVE.,EDMOND,73012,(405) 348-4442,292
K830052760,,,1,8/31/2015,CHILDREN'S DAY OUT,4848 W. COVELL RD.,EDMOND,73012,(405) 359-2287,30
K820052805,,,1,9/15/2015,"NIX, JULIANNE CHILD CARE HOME",18208 SUMMER GROVE AVE.,EDMOND,73012,(405) 308-8893,12
K820046954,,,1,9/9/2013,"PRADO, ANA CHILD CARE HOME",1340 NW 168TH,EDMOND,73012,(405) 359-5864,7
K820047191,,,1,7/11/2007,"HAYES, MARSHA CHILD CARE HOME",1004 NW 172ND,EDMOND,73012,(405) 359-3480,7
K830024259,,,1,8/27/2007,WEST FIELD ELEMENTARY DAYCARE,17601 N. PENN,EDMOND,73012,(405) 726-4515,150
K820047366,,,1,8/31/2007,"KENNEDY, KATHRYN CHILD CARE HOME",1208 NW 173RD ST.,EDMOND,73012,(405) 348-4646,7
K820048943,,,1,9/1/2009,"COSBY, ALISHA CHILD CARE HOME",18405 PIEDRA DRIVE,EDMOND,73012,(405) 757-8890,12
K820049530,,,1,4/7/2011,"STUCKY, KANDI CHILD CARE HOME",17308 SHADOW HAWK LANE,EDMOND,73012,(405) 209-1179,12
K820049611,,,1,8/9/2010,"MILLER, JESSICA CHILD CARE HOME",2913 GREENFIELD DR,EDMOND,73012,(405) 361-0615,7
K830024855,,,1,11/2/2010,CAMELOT CHILD DEVELOPMENT CENTER-DEER CREEK,19000 N MAY AVENUE,EDMOND,73012,(405) 562-1315,196
K820049905,58985,,1,10/1/2012,"COMBS, TRACY L CHILD CARE HOME",1413 NW 166TH ST,EDMOND,73012,(405) 359-0949,7
K820050012,,,1,6/13/2011,"KALER, MONICA CHILD CARE HOME",17012 GRANITE PLACE,EDMOND,73012,(405) 230-7114,7
K820050141,,,1,2/22/2016,"VANZANDT, KELLY CHILD CARE HOME",2604 NW 184TH ST,EDMOND,73012,(405) 317-7814,7
K820035369,,,1,10/1/2010,"BARTON, KIMBERLY CHILD CARE HOME",19109 BUTTERFLY BLVD,EDMOND,73012,(405) 240-6669,7
K820011445,,,1,11/14/2006,"SARGENT, REBECCA CHILD CARE HOME",2604 GREENFIELD DR,EDMOND,73012,(405) 348-4024,7
K820015902,,,1,11/1/2001,"BURROUGHS, LORI CHILD CARE HOME",2908 W LEXINGTON WAY,EDMOND,73012,(405) 341-2631,7
K820016008,59354,,1,11/1/2001,"WICKWARE, LATINA CHILD CARE HOME",813 ROLLING HILLS TERRACE,EDMOND,73012,(405) 341-6865,12
K820031515,,,1,11/1/2007,"GRAHAM, WANDA CHILD CARE HOME",16905 HALBROOKE CIRCLE,EDMOND,73012,(405) 285-0925,12
K820033318,55632,,1,12/1/2012,"TAYLOR, CARA CHILD CARE HOME",21569 LANDMARK RD,EDMOND,73012,(405) 206-9809,12
K820035992,,,1,11/14/2006,"HAYES, BRENDA CHILD CARE HOME",2824 QUAIL HOLLOW,EDMOND,73012,(405) 285-4641,7
K820046182,,,1,1/9/2007,"RICE, STORMI CHILD CARE HOME",17008 KEMBLE LANE,EDMOND,73012,(405) 285-8089,7
K820013537,14513,,1,1/1/2013,SCRIBNER DEANNA CHILD CARE HOME,801 COGSWELL CIRCLE,EDMOND,73013,(405) 348-1572,7
K820047441,,,1,11/1/2009,"WILLIAMS, CORA CHILD CARE HOME",1701 NW 149TH ST,EDMOND,73013,(405) 286-2735,7
K820052914,,,1,12/9/2015,"EPPERLY, TIFFANY DBA ARBOR VILLAGE CHILDCARE LLC CHILD CARE HOME",1700 WHISPERING CREEK DR,EDMOND,73013,(405) 771-6622,12
K820052998,,,1,4/25/2016,"LAWRENSON, JARED DBA SHINE PRESCHOOL, LLC CHILD CARE HOME",400 EAST 9TH STREET,EDMOND,73013,(405) 509-3284,12
K820053121,,,1,11/28/2016,TRACI KENDRICK CHILD CARE HOME,2108 BASKING RIDGE TRAIL,EDMOND,73013,(405) 210-5005,6
K820053494,,,1,10/13/2016,"TRIPP, KARA CHILD CARE HOME",16425 VILLAGE GREEN DR.,EDMOND,73013,(405) 227-3399,7
K830025010,,,1,8/11/2011,DEER CREEK ELEMENTARY - ANTLER CARE,4704 NW 164TH,EDMOND,73013,(405) 348-9100,80
K820050529,59152,,1,5/15/2013,"MINNIFIELD, REGINA CHILD CARE HOME",16001 KORIE DRIVE,EDMOND,73013,(405) 234-7022,7
K820050594,,,1,4/23/2012,"SALAMEH, STEPHANIE CHILD CARE HOME",16108 VALLEJO PLACE,EDMOND,73013,(405) 359-9395,7
K820050732,,,1,7/30/2012,"FORSTROM, TANYA CHILD CARE HOME",3916 WHISPERING HEIGHTS,EDMOND,73013,(405) 443-9395,7
K820050759,,,1,7/26/2012,"HASAN, KERIANNE CHILD CARE HOME",3510 MARKED TREE DR.,EDMOND,73013,(405) 830-6101,7
K830025190,,,1,8/16/2012,CHISHOLM CORRAL,2300 SE 33RD ST,EDMOND,73013,(405) 757-5847,80
K820051035,,,1,6/9/2014,"KING, JENNIFER CHILD CARE HOME",2205 VANISHING TRAIL,EDMOND,73013,(405) 550-0487,12
K820052176,,,1,8/26/2014,"LAWRENSON, EMILY DBA SHINE PRESCHOOL LLC CHILD CARE HOME",2701 EDGEWOOD DRIVE,EDMOND,73013,(405) 509-3284,7
K820052262,,,1,11/12/2014,"DANIEL, TILDA CHILD CARE HOME",3109 MEADOW LN,EDMOND,73013,(405) 513-6590,7
K820052301,,,1,12/14/2014,"SUMNER, JULIE CHILD CARE HOME",1100 PADDOCK LANE,EDMOND,73013,(405) 305-7588,12
K820052339,,,1,1/1/2015,"BEERY, KENDRA DBA SHINE PRESCHOOL LLC CHILD CARE HOME",2637 EDGEWOOD DRIVE,EDMOND,73013,(405) 509-3284,7
K820052831,,,1,10/15/2015,"GUEST, TALAYTHA CHILD CARE HOME",1317 CONEFLOWER RD,EDMOND,73013,(405) 239-8231,7
K820047579,,,1,3/1/2010,"DOCKINS, ROSE CHILD CARE HOME",15108 SUMMIT PARKE DR,EDMOND,73013,(405) 341-0581,12
K820048094,,,1,7/31/2013,"LUSTER, DANA CHILD CARE HOME",1712 WHISPERING CREEK DR,EDMOND,73013,(405) 222-2119,7
K820048208,58575,,1,1/1/2011,"RICHARDS, CLAUDIA CHILD CARE HOME",4633 NW 159TH STREET,EDMOND,73013,(405) 657-8025,7
K820048522,,,1,5/1/2009,"ABRAHAM, TAQUESHA DBA FIRST CHOICE CHILD CARE LLC CHILD CARE HOME",36 NW 147TH,EDMOND,73013,(405) 608-0157,12
K820048594,,,1,6/1/2012,"KOEHLER, ELISHA CHILD CARE HOME",16216 OLD OAK DRIVE,EDMOND,73013,(405) 535-8876,12
K820048997,,,1,9/1/2009,"SCHWARTZ, REBECCA ANN CHILD CARE HOME",2424 NW 158TH STREET,EDMOND,73013,(405) 216-5758,12
K820049748,,,1,11/17/2010,"NIERMEIER, TANYA CHILD CARE HOME",2700 NW 160TH STREET,EDMOND,73013,(405) 921-7703,12
K830021486,,,1,11/14/2006,ONE STEP AT A TIME,1724 RENAISSANCE BLVD.,EDMOND,73013,(405) 330-3077,123
K830022933,,,1,11/14/2006,ANGIE DEBO ELEMENTARY,16060 N. MAY,EDMOND,73013,(405) 340-2270,70
K830022991,,,1,11/14/2006,CHARLES HASKELL ELEMENTARY,1701 N. W. 150 ST.,EDMOND,73013,(405) 340-2945,120
K830023150,,,1,11/14/2006,EAGLES NEST/ORVIS RISNER ELE,2801 S. RANKIN,EDMOND,73013,(405) 323-2497,58
K830023446,,,1,3/1/2012,SANTA FE CDC,14401 N. SANTA FE AVE.,EDMOND,73013,(405) 751-2711,120
K830023639,,,1,11/14/2006,CAMELOT CHILD DEV. CENTER,24 NW 146,EDMOND,73013,(405) 749-2262,200
K820045975,,,1,1/31/2007,"LESNAU, SHANA CHILD CARE HOME",1808 NAPA VALLEY ROAD,EDMOND,73013,(405) 613-6582,7
K820032547,51027,,1,5/16/2013,"TEAGUE, JEANNETTE CHILD CARE HOME",1509 WESTWOOD,EDMOND,73013,(405) 359-7849,12
K820032713,,,1,11/14/2006,"STENGEL, RACHEL CHILD CARE HOME",4005 N. E. 142ND ST,EDMOND,73013,(405) 478-0613,7
K820033255,,,1,6/1/2003,"POWELL, TWYLA CHILD CARE HOME",605 N. W. 140TH,EDMOND,73013,(405) 751-1439,12
K820035250,,,1,3/31/2003,"MOORE, RUTHANN CHILD CARE HOME",508 HARWARD COURT,EDMOND,73013,(405) 556-0525,12
K820035463,,,1,11/14/2006,"LANE, DIANE CHILD CARE HOME",417 ELWOOD,EDMOND,73013,(405) 341-4521,7
K820038106,,,1,11/14/2006,"KENNEDY, BERNICE CHILD CARE HOME",4106 KAREN DRIVE,EDMOND,73013,(405) 474-3428,7
K830020615,,,1,11/14/2006,SOUTHERN HILLS CHILD DEV.,3207 S. BOULEVARD,EDMOND,73013,(405) 341-0100,120
K830020743,26157,,1,7/1/2015,CHURCHILL PRESCHOOL ACADEMY,724 W. 15 STREET,EDMOND,73013,(405) 341-4314,59
K830020999,,,1,11/14/2006,HOLY TRINITY CHRISTIAN PRESC,308 N. W. 164 STREET,EDMOND,73013,(405) 348-3292,50
K830025004,,,1,8/11/2011,PRAIRIE VALE ELEMENTARY ANTLER CARE,22522 N. PENN,EDMOND,73025,(405) 359-3170,60
K830025192,,,1,8/15/2012,CROSS TIMBERS BEFORE/AFTER SCHOOL CARE,4800 N. KELLY,EDMOND,73025,(405) 340-2200,100
K820052060,,,1,7/30/2014,"PERKINS, ANDERA CHILD CARE HOME",4925 KELLY LAKES DR.,EDMOND,73025,(405) 208-3029,7
K820034000,,,1,2/1/2006,"MORAN, TRISH CHILD CARE HOME",146 W LILY LANE,EDMOND,73025,(405) 308-2277,7
K830024531,,,1,2/9/2009,ST JOHNS CHILD DEVELOPMENT CENTER,925 S. BOULEVARD,EDMOND,73034,(405) 340-1789,100
K820053354,,,1,8/12/2016,"COFFMAN, KELLY CHILD CARE HOME",512 BENTON ROAD,EDMOND,73034,(405) 408-5536,7
K820050528,59554,,1,3/2/2012,"FULLER, CHRISTINA CHILD CARE HOME",701 STONE CROFT CIRCLE,EDMOND,73034,(405) 905-9844,7
K820052033,,,1,7/20/2014,"HAMMETT, SANDRA CHILD CARE HOME",815 BUCKINGHAM WAY,EDMOND,73034,(405) 340-2382,12
K830052720,,,1,8/20/2015,HERITAGE EAGLE'S NEST,400 E. SORGHUM MILL,EDMOND,73034,(405) 340-2921,70
K830024249,,,1,9/4/2007,ST. MARK LUTHERAN PRESCHOOL,1501 N. BRYANT,EDMOND,73034,(405) 340-0192,62
K830024264,,,1,12/27/2007,WILL ROGERS ELEMENTARY SCHOOL,1215 E. 9TH,EDMOND,73034,(405) 340-2995,60
K830024462,,,1,8/20/2008,CENTENNIAL ELEMENTARY,4400 N. COLTRANE,EDMOND,73034,(405) 340-2275,80
K820048205,59329,,1,10/1/2008,"STEPHENS, VANDITA SHOURIE CHILD CARE HOME",1105 FLORENCE DR.,EDMOND,73034,(405) 301-6621,7
K830024671,,,1,9/22/2009,THE GODDARD SCHOOL (COVELL),6001 E COVELL ROAD,EDMOND,73034,(405) 330-1313,140
K820049566,,,1,7/26/2010,"WALKER-KOLAR, TANYA S CHILD CARE HOME",5213 DALTON CIRCLE,EDMOND,73034,(405) 513-4418,7
K820049605,,,1,1/25/2012,"LEAKE, SHEILA CHILD CARE HOME",404 OAK CLIFF DRIVE,EDMOND,73034,(405) 359-8956,7
K830024803,,,1,8/16/2010,NORTHERN HILLS BEFORE/AFTER CARE,901 E WAYNE,EDMOND,73034,(405) 340-2975,80
K830023902,,,1,11/14/2006,PATHWAYS PRESCHOOL AND MDO,17 E. AYERS,EDMOND,73034,(405) 340-3210,30
K830020619,,,1,11/28/2006,FIRST PRESBYTERIAN CHURCH EDMOND PART DAY,1001 S. RANKIN,EDMOND,73034,(405) 341-6029,150
K830020627,,,1,9/5/2002,PEACE LUTHERAN CHURCH PRESCHOOL,2600 E. DANFORTH,EDMOND,73034,(405) 341-1659,75
K830021130,26261,,1,11/1/2001,EDMOND YMCA,1220 S. RANKIN,EDMOND,73034,(405) 348-9622,115
K830022256,,,1,11/28/2006,1ST UNITED METHODIST PRESCHOOL,305 E. HURD,EDMOND,73034,(405) 341-1230,127
K830022934,,,1,11/28/2006,RUSSELL DOUGHERTY SCHOOL AGE,19 N. BOULEVARD,EDMOND,73034,(405) 340-2985,55
K830022936,,,1,11/28/2006,CLEGERN BEFORE & AFTER SCHOOL,601 S. JACKSON,EDMOND,73034,(405) 340-2955,60
